drug	MaxEStateIndex	MinEStateIndex	MaxAbsEStateIndex	MinAbsEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
DOXORUBICIN	13.643057057489099	-2.2407371425638924	13.643057057489099	0.0172524144593047	0.23526258168565614	543.5250000000003	514.2930000000003	543.1740607479999	208	0	0.20163128145012926	-0.5068479547044316	0.5068479547044316	0.20163128145012926	1.1538461538461537	1.8461538461538463	2.4871794871794872	1.6862632099701684	1376.5187409654486	28.386022388089113	21.210137267735792	21.210137267735792	18.427777117237813	12.411801735393011	12.411801735393011	10.159933060518698	10.159933060518698	7.805280422640822	7.805280422640822	5.750258572698188	5.750258572698188	-3.39	374870204.0707537	27.187262938747462	9.662462759118538	4.111772825118512	222.08139702756714	45.47689331276586	29.456468275348325	17.85651662206509	5.783244946364939	0.0	0.0	14.383611552215466	0.0	0.0	0.0	12.13273413692322	12.990104268152233	41.994660173016975	42.112051179613424	54.12683738781914	17.34973483909482	0.0	0.0	5.733667477162185	62.43101960118041	13.716679505790452	51.579810155566804	0.0	17.248535499851716	10.470530430962235	0.0	17.248535499851716	0.0	86.73990246405225	20.68908471459793	0.0	68.83913015161656	18.19910120538483	0.0	0.0	0.0	206.07	95.6690042321333	39.91624852641899	0.0	34.4241394229979	0.0	0.0	25.30889874666236	6.923737199690624	0.0	0.0	19.944256338562333	16.992219914907572	0.0	39.73908207424436	53.69213165007618	2.373741684889566	-3.774704747880252	3.63515611968848	-5.122799847545572	0.5596546492817411	1.3221851690045994	0.4444444444444444	39	7	12	2	1	3	2	0	2	12	6	12	5	0	1	1	5	0.0012999999999993017	131.75439999999995	0	3	2	0	0	0	0	2	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERLOTINIB	5.857396779890918	0.392174356427603	5.857396779890918	0.392174356427603	0.4178840975839869	393.4430000000002	370.2590000000002	393.16885621599994	150	0	0.16299509364145157	-0.48726952039143223	0.48726952039143223	0.16299509364145157	0.9310344827586207	1.6551724137931034	2.3448275862068964	1.9569167353908146	1001.0042022970773	20.476480726871785	16.474649631118567	16.474649631118567	14.24504470051759	9.107799662785105	9.107799662785105	6.071032106686076	6.071032106686076	4.082844815672017	4.082844815672017	2.6826134594313507	2.6826134594313507	-3.34	4235838.812669483	20.395692002202136	10.271588954277956	5.347720173143325	169.5322632278569	24.264240419206526	25.358946781625406	11.49902366656781	0.0	0.0	0.0	0.0	9.967957041894417	0.0	6.423349895620259	11.986801387317254	24.26546827384644	36.92302413186203	18.730464646642098	18.947451815200196	22.40817398459965	0.0	9.967957041894417	0.0	0.0	45.96391154461307	48.288973977231194	0.0	23.84280788104371	14.790514511606428	11.50524905251859	11.49902366656781	0.0	50.61507998250116	9.473725907600098	12.343784214475903	5.563451491696996	42.7255224855342	0.0	10.902924932081056	0.0	74.73000000000002	0.0	0.0	0.0	0.0	43.74441430245451	22.153762698461616	6.3273200747645415	14.219595082555067	36.39820241076966	21.20517996475639	25.370801710820455	21.801771191071715	0.0	8.754103465077492	4.096557301741735	2.3431613389549906	4.443107152704465	11.258046272519541	6.994191360636236	1.7256948446942135	3.2500337392662777	0.2727272727272727	29	1	7	0	0	0	2	1	3	7	1	7	10	0	0	0	3	3.405100000000002	111.93970000000004	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
ETOPOSIDE	13.385114087700737	-1.4362704986978982	13.385114087700737	0.030064203260243172	0.4298292584463983	588.5620000000004	556.3060000000004	588.1842910839998	226	0	0.3099403857906003	-0.5016994790132149	0.5016994790132149	0.3099403857906003	0.8809523809523809	1.5714285714285714	2.261904761904762	1.3182370054389008	1352.5325604550396	29.28336361358765	23.12834780335291	23.12834780335291	20.282427298526205	13.777144189299921	13.777144189299921	10.988221669433306	10.988221669433306	8.745948150865637	8.745948150865637	6.73540078130962	6.73540078130962	-3.330000000000001	5287664732.043723	27.500051524777703	10.435801723225586	4.258657173456175	240.2294879248509	57.95134876872255	24.41586555099321	35.57810079180605	12.542454139383732	0.0	5.969305287951849	4.794537184071822	0.0	0.0	0.0	0.0	47.87955994862805	11.835812092322787	39.4552314454906	62.745885952794374	5.969305287951849	0.0	0.0	11.835812092322787	55.94152864326395	34.226301317680736	40.95582274893743	0.0	28.747559166419524	18.947451815200196	0.0	28.747559166419524	0.0	92.51110779981833	28.478851953072066	11.835812092322787	35.63596410869131	24.26546827384644	0.0	0.0	0.0	160.83	66.82290882384797	20.11411936859394	0.0	37.25524173497738	28.189378141658796	0.0	14.219595082555067	31.189205473537065	0.0	0.0	42.63176658420044	51.526191497067586	0.0	13.385114087700737	32.515426995072225	2.0136756704618017	-1.0248544372798765	6.926914060847731	-6.797222420589437	1.928629031845175	2.8594588482073915	0.5517241379310345	42	3	13	1	4	5	2	0	2	13	3	13	5	0	3	3	7	1.3385999999999993	138.34539999999996	0	2	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GELDANAMYCIN	13.325347948848233	-1.0020128193546427	13.325347948848233	0.0801115250867579	0.34597219857766504	560.6440000000002	520.3240000000004	560.27338086	220	0	0.4047040148198253	-0.49223445150026207	0.49223445150026207	0.4047040148198253	1.1	1.775	2.35	2.6006722643760294	1148.1469006358332	30.145535412082957	24.05561671185947	24.05561671185947	18.835043973341573	12.963178354983215	12.963178354983215	10.089243070668257	10.089243070668257	6.947392408790107	6.947392408790107	4.7820606969740735	4.7820606969740735	-3.5399999999999996	247236888.412171	32.67071060955855	14.733684595046363	8.231772449931208	234.28220871397417	35.10443529120942	6.103966387748303	11.86313125940448	11.566489892729878	5.907179729351506	6.093240070938415	14.383611552215466	4.794537184071822	0.0	0.0	38.15155482671677	38.180128221463924	37.35973029568888	25.01476962982997	43.232127946328184	23.5669096930198	0.0	5.316788604006331	17.569479569484972	64.95245759560771	21.3293926238326	58.55561830908921	0.0	0.0	11.050456081168516	4.794537184071822	0.0	0.0	74.41869526268631	33.33106336741566	11.835812092322787	40.53659204461451	58.55561830908921	0.0	0.0	0.0	163.48	53.9006812901744	24.28467613112799	0.0	34.94114091393794	11.993926152995277	6.076020106833881	34.329149930357104	32.07553471988289	6.923737199690624	5.316788604006331	24.681119292362382	21.732328447936176	0.0	50.610220075527145	13.67237452884684	6.1231572270825385	-2.3872886525063866	0.0	3.6140929592940076	6.921419558560543	4.213695855259136	0.5172413793103449	40	4	11	1	1	2	0	0	0	9	3	11	4	0	0	0	2	2.4084000000000003	146.54789999999994	0	1	1	0	0	0	0	0	0	0	4	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GEMCITABINE	13.700872071050643	-3.7132752267573705	13.700872071050643	0.1140556237927266	0.6120873727300361	263.2	252.11199999999994	263.071762272	100	0	0.35131379854975847	-0.393564363221731	0.393564363221731	0.35131379854975847	1.6111111111111112	2.2777777777777777	2.7777777777777777	2.4191219777016335	506.83126955905954	13.499635521070495	9.032488305270315	9.032488305270315	8.374245891192093	5.044753463050231	5.044753463050231	3.8710878934285597	3.8710878934285597	2.663557921514029	2.663557921514029	1.7228616480990466	1.7228616480990466	-1.58	10211.95767024135	12.866060785008985	4.264616604979357	1.8546532535041447	99.43404632324696	20.683585220643646	11.92182916558333	6.103966387748303	6.22790117073487	0.0	11.61227256629805	4.567099647791355	4.794537184071822	13.764808616296847	0.0	0.0	6.06636706846161	6.196843571613076	6.606881964512918	23.7307478388311	5.817862777835028	0.0	9.551078168738563	0.0	24.358363114326053	12.340549441675103	22.74749122234998	0.0	0.0	11.423410875365658	14.598692873184667	0.0	0.0	44.50147686652407	4.736862953800049	0.0	6.22790117073487	17.057747824146507	0.0	0.0	0.0	110.60000000000001	36.654988477042444	18.681894674262168	0.0	5.817862777835028	4.567099647791355	12.263210640074686	0.0	0.0	0.0	4.9839785209472085	15.57705782580294	32.70181783824641	0.0	14.718198223733939	18.10387760351054	4.209688995968757	-3.827330850550097	1.1522751322751323	-4.687900132275133	-0.7872934775762155	0.0	0.5555555555555556	18	4	7	0	1	1	0	1	1	7	3	9	2	0	1	1	2	-1.2886	54.85900000000001	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L778123	12.673664929884508	0.06636504221821693	12.673664929884508	0.06636504221821693	0.6528541823894266	405.88900000000007	385.7290000000001	405.1356379399999	146	0	0.24071454451709476	-0.32892219682421964	0.32892219682421964	0.24071454451709476	1.103448275862069	1.9310344827586208	2.6551724137931036	1.4008473859241968	1053.56462596612	20.21696770287794	15.831317338801881	16.587246284820335	14.118524838379201	9.385338788528605	9.763303261537832	7.057508957543577	7.493944738015562	5.039709983092758	5.2748070858804965	3.5065556470607557	3.691084026288385	-3.1399999999999992	6019066.8371581575	19.18837139074145	8.477060415937423	4.478379346875707	174.1101704162291	9.467009378641833	0.0	0.0	5.907179729351506	0.0	0.0	9.694446914922299	4.9839785209472085	5.261891554738487	0.0	29.800041095617345	35.89528683400505	43.08588878368826	30.19867728001485	4.794537184071822	23.195505894267583	5.261891554738487	14.450987899589041	0.0	13.08951281182515	24.534178948588202	82.89856448605428	0.0	6.069221312792274	4.899909730850478	5.687386274683562	0.0	11.600939890232516	39.992436846678274	17.884049995896973	11.33111286753076	16.82083097824245	61.0551001940705	5.022633313741326	0.0	0.0	65.16	0.0	4.794537184071822	0.0	5.907179729351506	36.76511042908862	23.489522167141594	0.0	17.29359687407663	48.661413050844345	20.520209212381314	16.862831444971	2.078571791664324	6.062155471762578	20.879107462628802	9.558826841552571	3.645524554837864	0.06636504221821693	17.07481412592424	3.647862080183058	3.0978837403394555	0.0	0.22727272727272727	29	0	6	0	1	1	2	1	3	5	0	7	5	0	1	1	4	3.3052800000000016	111.56800000000004	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAPATINIB	13.43080267349532	-3.0189964704993364	13.43080267349532	0.06636168724030922	0.17947949298055937	581.0690000000002	554.8610000000002	580.1347322120001	206	0	0.14820462662281222	-0.48734392314725267	0.48734392314725267	0.14820462662281222	1.025	1.9	2.7	1.291877087026654	1760.5816038855614	28.11430892837647	21.525578213549018	23.0980037404952	19.23129794297471	12.395212290053271	14.833690279846518	9.21561269991148	11.882565337251219	6.008345079265792	7.249420413511956	4.026938249729609	4.777163731713349	-3.989999999999999	1089671666.2054772	27.572125089822265	12.033712839100877	7.14680707641382	235.65015567569458	19.78759109886606	51.676545465608676	0.0	0.0	0.0	0.0	0.0	22.776169073898174	0.0	0.0	23.733674027155736	66.2271221763131	29.437587570269333	22.836944044016953	21.962225922857154	43.84636701124967	0.0	15.284745645900749	0.0	13.151638370425493	23.8701678001771	101.28727796166254	0.0	17.07321074385534	15.370440161812711	15.89566410019341	5.749511833283905	11.600939890232516	36.939133222394126	22.988891506842997	5.817220841045895	11.323698910571437	83.54087583335722	5.022633313741326	22.226623842652494	0.0	106.35000000000001	9.837253136417502	12.808212032003757	0.0	18.1769564123056	52.45085334081485	16.466376423778055	24.715823395199166	24.26546827384644	36.39820241076966	20.60153424990708	20.754953781085913	47.77016383386254	6.467436423952425	8.79698874038175	7.555419093540143	2.9915328563347954	2.1726441865322363	20.978044529702686	2.6916802072288206	0.9561977100750518	-3.0189964704993364	0.1724137931034483	40	2	8	0	0	0	3	2	5	8	2	11	11	0	0	0	5	6.139100000000005	154.12419999999975	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
METFORMIN	7.0522222222222215	-0.0891666666666664	7.0522222222222215	0.05092592592592626	0.2818737771329878	129.167	118.07900000000001	129.10144535199998	52	0	0.21997431940482037	-0.36975230108605195	0.36975230108605195	0.21997431940482037	1.4444444444444444	1.8888888888888888	2.0	3.927830970185914	131.89342114105554	7.439157588755425	5.549127729379168	5.549127729379168	4.036581260209188	2.392597853439479	2.392597853439479	1.7547029440387123	1.7547029440387123	0.6586079420610542	0.6586079420610542	0.22228474935575288	0.22228474935575288	-1.26	60.47184355343589	7.739999999999999	2.9071056558917943	3.33347181008902	53.85436592037309	16.36724468517485	0.0	5.959554568743835	5.959554568743835	0.0	0.0	5.409283605791522	0.0	4.992404732635669	0.0	0.0	0.0	14.09534396535438	0.0	0.0	11.91910913748767	5.409283605791522	4.899909730850478	16.459739686960038	0.0	14.09534396535438	0.0	0.0	0.0	11.46733495432437	0.0	0.0	0.0	30.91436283369253	0.0	5.409283605791522	0.0	4.992404732635669	0.0	0.0	0.0	91.49	0.0	0.0	0.0	11.91910913748767	0.0	0.0	4.899909730850478	14.09534396535438	0.0	4.992404732635669	16.876618560115894	0.0	0.0	4.958055555555555	7.0522222222222215	9.982777777777777	-0.03824074074074013	0.0	0.0	0.0	3.3785185185185185	0.5	9	5	5	0	0	0	0	0	0	1	3	5	0	0	0	0	0	-1.243829999999999	37.22349999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METHOTREXATE	12.370387140153797	-1.29984144003521	12.370387140153797	0.013755321471853765	0.29472034504927447	454.44700000000023	432.27100000000024	454.1713158039999	172	0	0.32572120059413157	-0.4812292557834712	0.4812292557834712	0.32572120059413157	1.0909090909090908	1.7878787878787878	2.4242424242424243	1.674622124193935	1201.0294275064248	24.120591385700628	17.595362536967947	17.595362536967947	15.633938048533212	9.750178614129936	9.750178614129936	7.200234726002427	7.200234726002427	4.7208769971295785	4.7208769971295785	3.0272990123675156	3.0272990123675156	-4.55	15580631.75408013	23.12024193744085	9.71963980458573	5.782489078211631	187.03080174861526	31.897088078862588	6.041840829147961	16.981740716219015	5.948339280986494	5.907179729351506	11.938610575903699	9.589074368143644	14.76249422596624	9.967957041894417	0.0	0.0	30.68628989677245	24.719331371983756	18.43552797237411	24.596666341896878	46.46325657714427	0.0	25.252702687795164	0.0	25.428240480912553	23.41491666785204	41.71969133200497	0.0	0.0	21.68403328918118	17.453588333505085	0.0	0.0	61.08427199055059	16.133830774056218	0.0	28.893559916469297	30.462311845459514	0.0	11.16387793838399	0.0	210.53999999999996	23.887631134403165	19.490138947056174	0.0	30.171296796370537	23.402562339145028	5.687386274683562	12.13273413692322	18.329577708536295	11.947581713527669	25.252702687795164	16.573862349165076	0.0	0.0	52.69354289457169	20.249152627912856	13.655717453172574	-2.9079754048014954	5.160359524785862	0.963954897116627	0.3696192219035348	1.8156287853383466	0.25	33	7	13	0	0	0	1	2	3	10	5	13	9	0	0	0	3	0.2684000000000012	118.26160000000004	2	0	0	2	0	4	0	0	2	2	3	1	0	0	0	5	1	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MITOMYCINE	12.77067649281935	-0.957337962962963	12.77067649281935	0.05860449735449791	0.4106698403593517	334.33200000000005	316.18800000000005	334.127719676	128	0	0.40401076321233126	-0.44885887175476397	0.44885887175476397	0.40401076321233126	1.4166666666666667	2.125	2.75	1.8468552624597723	756.963370969733	17.386386867018622	13.289419956140499	13.289419956140499	11.340276933485193	7.65154136915988	7.65154136915988	6.459246088134868	6.459246088134868	5.474588945534279	5.474588945534279	4.309835149201238	4.309835149201238	-2.3900000000000006	387390.7216403404	15.156102126947134	4.577599020464515	1.577721211564523	137.14704395787857	31.157759196781278	6.606881964512918	5.724985593970254	11.566489892729878	0.0	6.093240070938415	9.589074368143644	4.794537184071822	0.0	0.0	0.0	6.923737199690624	30.842603836476606	23.35382550142102	23.85733745981556	17.659729963668294	0.0	10.216698334856808	17.385241000485763	24.7324044519568	20.26143591170303	22.540287686250203	0.0	0.0	16.784123558330702	4.794537184071822	0.0	0.0	60.629742858487965	19.06280027574374	5.917906046161393	6.923737199690624	22.540287686250203	0.0	0.0	0.0	146.89000000000001	23.519376657435	14.383611552215466	0.0	41.31705694236814	12.241795718968408	0.0	14.033534740968157	0.0	4.899909730850478	5.316788604006331	20.94106086192447	10.778712915721844	0.0	38.43265248383304	3.2781571239606953	10.671652835516923	-1.3400968442932732	0.10948743386243298	-0.9495966133366929	1.9181439489375998	1.5175533824640968	0.5333333333333333	24	5	9	1	3	4	0	0	0	8	3	9	3	0	2	2	4	-1.6511999999999971	80.11050000000002	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MK-2206	12.02243652495595	-0.2596902551107376	12.02243652495595	0.18410484647162928	0.4680681321504014	407.4770000000002	386.3090000000002	407.174610292	152	0	0.34722511707474846	-0.32139828854087343	0.34722511707474846	0.32139828854087343	0.967741935483871	1.7419354838709677	2.4516129032258065	1.5861978992103931	1478.2307639979133	21.00142475325411	16.87676291998852	16.87676291998852	15.121941584798403	10.481155281946975	10.481155281946975	8.308513069777103	8.308513069777103	6.442642630790135	6.442642630790135	4.476000776751793	4.476000776751793	-3.7699999999999987	22021302.879311282	18.035309996054	6.617690246209264	2.794770804499503	177.9281640709305	5.733667477162185	0.0	5.647177220767728	0.0	0.0	5.689743398203474	0.0	19.27789211958186	5.098681808301038	0.0	54.59730361615449	42.52210198909525	28.24889602185521	11.210628712464722	0.0	16.550102152848787	0.0	19.582036743811077	5.733667477162185	24.801390121161372	0.0	88.97461339866311	0.0	22.384282469939446	11.423410875365658	0.0	0.0	0.0	19.582036743811077	5.538925252383345	0.0	24.825916360475023	77.72141850876262	0.0	38.93438462278824	0.0	89.07	0.0	4.794537184071822	0.0	11.228668650586819	5.647177220767728	46.128850647872525	16.3849677208848	6.196843571613076	24.26546827384644	52.66193309583334	10.717645998109393	1.5065152036330856	0.0	17.029102246800242	7.56211547337425	12.598648783685467	0.0	22.583912809809775	4.9697054826971785	0.0	0.0	0.16	31	3	6	1	0	1	2	3	5	5	2	6	3	1	0	1	6	4.242700000000003	121.70209999999999	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MK-4541	12.34771439694208	-4.52018557752768	12.34771439694208	0.051526793587804987	0.714202445862803	428.4950000000002	397.2470000000001	428.22867751200005	168	0	0.4222594518238959	-0.43989577013565095	0.43989577013565095	0.4222594518238959	1.2	1.9333333333333333	2.6333333333333333	1.4827677677236488	754.4000147375534	21.896976746569027	17.79705123855244	17.79705123855244	13.954979465236054	10.916087738471102	10.916087738471102	10.128567973787664	10.128567973787664	8.786665723175807	8.786665723175807	7.306860348759933	7.306860348759933	-1.7300000000000002	4097981.774395238	21.500092178166188	7.159433320516686	3.397274580113231	174.93299927604167	14.953561288656857	0.0	6.606881964512918	5.907179729351506	0.0	12.26953858838189	4.794537184071822	4.794537184071822	13.171245143024459	0.0	19.92349450621513	67.7696584522709	24.54634411036989	0.0	27.497182464968155	12.00041980028992	0.0	10.216698334856808	28.583699077277736	70.6323843126767	13.654553947190108	12.152040213667762	0.0	0.0	5.316788604006331	17.96578232709628	0.0	0.0	48.8148636540699	9.53140013787187	28.583699077277736	52.37240413693732	12.152040213667762	0.0	0.0	0.0	58.64	18.876420552894807	22.760319511168106	0.0	28.82084232644099	17.75371813848418	38.524929737556064	0.0	6.076020106833881	11.947581713527669	29.977146064021507	0.0	41.42983383615898	0.0	26.022011733955157	2.7373355377887303	-0.1887111835474924	1.4478252019817397	0.050129666164291375	3.968872021304121	2.8897478924770557	1.892955293717431	0.8181818181818182	30	1	5	3	1	4	0	0	0	3	1	8	2	3	0	3	4	4.282900000000003	104.41070000000006	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	0	0	1	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MK-4827	11.547429920399033	-0.45278109461301264	11.547429920399033	0.45278109461301264	0.7788736009496425	320.396	300.236	320.16371126	122	0	0.25048380402504367	-0.3655297459193414	0.3655297459193414	0.25048380402504367	1.2083333333333333	2.0416666666666665	2.75	1.670030225264765	876.0231087298565	16.518297090128677	13.404605298106231	13.404605298106231	11.720346690612276	8.314549537279975	8.314549537279975	6.3161351889248865	6.3161351889248865	4.727706531689728	4.727706531689728	3.412156036183735	3.412156036183735	-2.6599999999999997	618002.4917155576	14.902363909258659	6.091591860971229	2.672125442135335	140.01249182777204	11.050456081168516	5.516700717616262	0.0	0.0	5.907179729351506	0.0	4.794537184071822	4.681802935145185	5.098681808301038	0.0	24.26546827384644	49.06685839500781	18.12782419199045	11.250837766380558	4.794537184071822	16.81010466143256	0.0	15.097273347452553	5.733667477162185	18.75954929201341	13.08951281182515	59.788316034238335	0.0	5.687386274683562	11.050456081168516	0.0	0.0	0.0	28.77717728462288	0.0	0.0	34.68098945947923	48.661413050844345	0.0	16.590311206764618	0.0	72.94	5.907179729351506	4.794537184071822	0.0	0.0	16.998058255474653	24.16312330097351	18.405094737549014	10.748170003606795	18.3295777085363	34.68093868615381	5.733667477162185	1.8055624842529605	0.0	11.547429920399033	8.911801746678918	8.877160686277715	0.13606884052480106	13.990422643290263	4.394618974231689	2.170268037677954	0.0	0.2631578947368421	24	3	5	0	1	1	2	1	3	4	2	5	3	0	1	1	4	2.591400000000001	94.43260000000004	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
